time-date stamp,Date,demand,wind,solar,t
1/1/22 1:00,1-Jan,38.124,0.3531,0.0000,1
1/1/22 2:00,1-Jan,37.123,0.3770,0.0000,2
1/1/22 3:00,1-Jan,35.937,0.4204,0.0000,3
1/1/22 4:00,1-Jan,35.133,0.4818,0.0000,4
1/1/22 5:00,1-Jan,34.603,0.5366,0.0000,5
1/1/22 6:00,1-Jan,34.451,0.5315,0.0000,6
1/1/22 7:00,1-Jan,34.571,0.5425,0.0000,7
1/1/22 8:00,1-Jan,34.635,0.5357,0.0008,8
1/1/22 9:00,1-Jan,35.604,0.5062,0.1442,9
1/1/22 10:00,1-Jan,37.914,0.4950,0.3710,10
1/1/22 11:00,1-Jan,39.986,0.5177,0.3479,11
1/1/22 12:00,1-Jan,41.833,0.5204,0.2887,12
1/1/22 13:00,1-Jan,43.162,0.4782,0.3851,13
1/1/22 14:00,1-Jan,44.006,0.4348,0.5086,14
1/1/22 15:00,1-Jan,44.248,0.4108,0.5439,15
1/1/22 16:00,1-Jan,44.208,0.4198,0.4968,16
1/1/22 17:00,1-Jan,44.337,0.4943,0.2159,17
1/1/22 18:00,1-Jan,44.981,0.5500,0.0249,18
1/1/22 19:00,1-Jan,46.107,0.5811,0.0000,19
1/1/22 20:00,1-Jan,45.944,0.5982,0.0000,20
1/1/22 21:00,1-Jan,45.758,0.6104,0.0000,21
1/1/22 22:00,1-Jan,45.519,0.6256,0.0000,22
1/1/22 23:00,1-Jan,44.806,0.6368,0.0000,23
1/2/22 0:00,1-Jan,43.861,0.6306,0.0000,24
1/2/22 1:00,2-Jan,42.88,0.6054,0.0000,25
1/2/22 2:00,2-Jan,42.167,0.5836,0.0000,26
1/2/22 3:00,2-Jan,42.061,0.5843,0.0000,27
1/2/22 4:00,2-Jan,42.512,0.5928,0.0000,28
1/2/22 5:00,2-Jan,43.466,0.6071,0.0000,29
1/2/22 6:00,2-Jan,44.87,0.5940,0.0000,30
1/2/22 7:00,2-Jan,46.848,0.5835,0.0000,31
1/2/22 8:00,2-Jan,49.303,0.5666,0.0018,32
1/2/22 9:00,2-Jan,51.361,0.5256,0.1998,33
1/2/22 10:00,2-Jan,52.453,0.4617,0.5894,34
1/2/22 11:00,2-Jan,52.303,0.3804,0.6689,35
1/2/22 12:00,2-Jan,51.422,0.3187,0.6491,36
1/2/22 13:00,2-Jan,50.254,0.3073,0.6674,37
1/2/22 14:00,2-Jan,48.523,0.2815,0.6946,38
1/2/22 15:00,2-Jan,47.015,0.2540,0.7289,39
1/2/22 16:00,2-Jan,46.134,0.2227,0.7327,40
1/2/22 17:00,2-Jan,46.227,0.1807,0.5544,41
1/2/22 18:00,2-Jan,48.728,0.1487,0.1025,42
1/2/22 19:00,2-Jan,51.675,0.1427,0.0000,43
1/2/22 20:00,2-Jan,52.376,0.1409,0.0000,44
1/2/22 21:00,2-Jan,52.326,0.1442,0.0000,45
1/2/22 22:00,2-Jan,52.011,0.1456,0.0000,46
1/2/22 23:00,2-Jan,50.709,0.1437,0.0000,47
1/3/22 0:00,2-Jan,49.444,0.1420,0.0000,48
1/3/22 1:00,3-Jan,48.508,0.1436,0.0000,49
1/3/22 2:00,3-Jan,48.268,0.1466,0.0000,50
1/3/22 3:00,3-Jan,48.383,0.1501,0.0000,51
1/3/22 4:00,3-Jan,49.061,0.1549,0.0000,52
1/3/22 5:00,3-Jan,50.362,0.1660,0.0000,53
1/3/22 6:00,3-Jan,52.624,0.1852,0.0000,54
1/3/22 7:00,3-Jan,55.64,0.1920,0.0000,55
1/3/22 8:00,3-Jan,57.623,0.2057,0.0069,56
1/3/22 9:00,3-Jan,57.022,0.2235,0.2756,57
1/3/22 10:00,3-Jan,54.317,0.1683,0.7133,58
1/3/22 11:00,3-Jan,51.49,0.1236,0.7598,59
1/3/22 12:00,3-Jan,48.693,0.1514,0.7261,60
1/3/22 13:00,3-Jan,46.318,0.1904,0.7044,61
1/3/22 14:00,3-Jan,44.411,0.2129,0.7152,62
1/3/22 15:00,3-Jan,42.985,0.2356,0.7485,63
1/3/22 16:00,3-Jan,42.357,0.2686,0.7181,64
1/3/22 17:00,3-Jan,42.582,0.2803,0.4442,65
1/3/22 18:00,3-Jan,44.934,0.2818,0.0611,66
1/3/22 19:00,3-Jan,48.097,0.3898,0.0000,67
1/3/22 20:00,3-Jan,49.043,0.5191,0.0000,68
1/3/22 21:00,3-Jan,49.36,0.6015,0.0000,69
1/3/22 22:00,3-Jan,48.734,0.6064,0.0000,70
1/3/22 23:00,3-Jan,47.184,0.6047,0.0000,71
1/4/22 0:00,3-Jan,45.514,0.6032,0.0000,72
1/4/22 1:00,4-Jan,44.414,0.5990,0.0000,73
1/4/22 2:00,4-Jan,43.948,0.5919,0.0000,74
1/4/22 3:00,4-Jan,43.944,0.5757,0.0000,75
1/4/22 4:00,4-Jan,44.467,0.5637,0.0000,76
1/4/22 5:00,4-Jan,45.757,0.5662,0.0000,77
1/4/22 6:00,4-Jan,48.308,0.5829,0.0000,78
1/4/22 7:00,4-Jan,51.822,0.5794,0.0000,79
1/4/22 8:00,4-Jan,53.673,0.5719,0.0054,80
1/4/22 9:00,4-Jan,52.662,0.5466,0.1368,81
1/4/22 10:00,4-Jan,50.155,0.5012,0.3484,82
1/4/22 11:00,4-Jan,47.931,0.4945,0.4265,83
1/4/22 12:00,4-Jan,45.799,0.5267,0.4149,84
1/4/22 13:00,4-Jan,44.121,0.5361,0.4021,85
1/4/22 14:00,4-Jan,42.785,0.5298,0.4169,86
1/4/22 15:00,4-Jan,41.716,0.5160,0.4300,87
1/4/22 16:00,4-Jan,41.229,0.4988,0.4693,88
1/4/22 17:00,4-Jan,41.362,0.4542,0.4840,89
1/4/22 18:00,4-Jan,42.508,0.4092,0.1002,90
1/4/22 19:00,4-Jan,44.558,0.4317,0.0000,91
1/4/22 20:00,4-Jan,44.416,0.5011,0.0000,92
1/4/22 21:00,4-Jan,43.961,0.5232,0.0000,93
1/4/22 22:00,4-Jan,42.702,0.5209,0.0000,94
1/4/22 23:00,4-Jan,40.774,0.5108,0.0000,95
1/5/22 0:00,4-Jan,38.938,0.4709,0.0000,96
1/5/22 1:00,5-Jan,37.726,0.4446,0.0000,97
1/5/22 2:00,5-Jan,37.244,0.4321,0.0000,98
1/5/22 3:00,5-Jan,37.271,0.4282,0.0000,99
1/5/22 4:00,5-Jan,37.777,0.4786,0.0000,100
1/5/22 5:00,5-Jan,39.027,0.5078,0.0000,101
1/5/22 6:00,5-Jan,41.49,0.5221,0.0000,102
1/5/22 7:00,5-Jan,45.078,0.5325,0.0000,103
1/5/22 8:00,5-Jan,46.897,0.5367,0.0039,104
1/5/22 9:00,5-Jan,46.032,0.4847,0.2360,105
1/5/22 10:00,5-Jan,44.627,0.3949,0.6541,106
1/5/22 11:00,5-Jan,43.395,0.3213,0.7117,107
1/5/22 12:00,5-Jan,42.053,0.2228,0.6988,108
1/5/22 13:00,5-Jan,41.148,0.1434,0.6853,109
1/5/22 14:00,5-Jan,40.672,0.0984,0.6935,110
1/5/22 15:00,5-Jan,40.568,0.0906,0.7223,111
1/5/22 16:00,5-Jan,40.576,0.0960,0.7233,112
1/5/22 17:00,5-Jan,40.827,0.1219,0.5567,113
1/5/22 18:00,5-Jan,42.027,0.1330,0.1105,114
1/5/22 19:00,5-Jan,43.76,0.1646,0.0000,115
1/5/22 20:00,5-Jan,43.562,0.1906,0.0000,116
1/5/22 21:00,5-Jan,43.091,0.2318,0.0000,117
1/5/22 22:00,5-Jan,42.042,0.2800,0.0000,118
1/5/22 23:00,5-Jan,40.288,0.3471,0.0000,119
1/6/22 0:00,5-Jan,38.523,0.4169,0.0000,120
1/6/22 1:00,6-Jan,37.47,0.4333,0.0000,121
1/6/22 2:00,6-Jan,37.094,0.4491,0.0000,122
1/6/22 3:00,6-Jan,37.297,0.4633,0.0000,123
1/6/22 4:00,6-Jan,37.854,0.4369,0.0000,124
1/6/22 5:00,6-Jan,39.13,0.4846,0.0000,125
1/6/22 6:00,6-Jan,42.019,0.5338,0.0000,126
1/6/22 7:00,6-Jan,45.926,0.5718,0.0000,127
1/6/22 8:00,6-Jan,48.281,0.5937,0.0037,128
1/6/22 9:00,6-Jan,48.456,0.5729,0.1431,129
1/6/22 10:00,6-Jan,48.169,0.5326,0.3291,130
1/6/22 11:00,6-Jan,47.732,0.5004,0.4587,131
1/6/22 12:00,6-Jan,47.166,0.4528,0.6004,132
1/6/22 13:00,6-Jan,46.446,0.4081,0.6901,133
1/6/22 14:00,6-Jan,45.777,0.3186,0.7147,134
1/6/22 15:00,6-Jan,45.301,0.2373,0.7484,135
1/6/22 16:00,6-Jan,45.117,0.2006,0.7389,136
1/6/22 17:00,6-Jan,45.855,0.1767,0.5510,137
1/6/22 18:00,6-Jan,47.99,0.1777,0.1167,138
1/6/22 19:00,6-Jan,50.709,0.2145,0.0001,139
1/6/22 20:00,6-Jan,51.101,0.2571,0.0000,140
1/6/22 21:00,6-Jan,51.073,0.2799,0.0000,141
1/6/22 22:00,6-Jan,50.384,0.2942,0.0000,142
1/6/22 23:00,6-Jan,48.795,0.2861,0.0000,143
1/7/22 0:00,6-Jan,47.525,0.2799,0.0000,144
1/7/22 1:00,7-Jan,46.688,0.2689,0.0000,145
1/7/22 2:00,7-Jan,46.508,0.2646,0.0000,146
1/7/22 3:00,7-Jan,46.678,0.2612,0.0000,147
1/7/22 4:00,7-Jan,47.438,0.2505,0.0000,148
1/7/22 5:00,7-Jan,48.745,0.2521,0.0000,149
1/7/22 6:00,7-Jan,51.386,0.2604,0.0000,150
1/7/22 7:00,7-Jan,54.969,0.2584,0.0000,151
1/7/22 8:00,7-Jan,56.84,0.2584,0.0029,152
1/7/22 9:00,7-Jan,56.672,0.2317,0.2094,153
1/7/22 10:00,7-Jan,55.616,0.1840,0.6089,154
1/7/22 11:00,7-Jan,54.146,0.1809,0.6699,155
1/7/22 12:00,7-Jan,52.306,0.2045,0.6498,156
1/7/22 13:00,7-Jan,50.459,0.2480,0.6364,157
1/7/22 14:00,7-Jan,49.175,0.2946,0.6273,158
1/7/22 15:00,7-Jan,48.303,0.3241,0.6326,159
1/7/22 16:00,7-Jan,48.503,0.3528,0.6232,160
1/7/22 17:00,7-Jan,49.117,0.3839,0.4848,161
1/7/22 18:00,7-Jan,50.025,0.4090,0.1112,162
1/7/22 19:00,7-Jan,51.104,0.5017,0.0001,163
1/7/22 20:00,7-Jan,50.516,0.5719,0.0000,164
1/7/22 21:00,7-Jan,49.46,0.5696,0.0000,165
1/7/22 22:00,7-Jan,47.948,0.5740,0.0000,166
1/7/22 23:00,7-Jan,45.911,0.5712,0.0000,167
1/8/22 0:00,7-Jan,43.907,0.5685,0.0000,168
1/8/22 1:00,8-Jan,42.133,0.5639,0.0000,169
1/8/22 2:00,8-Jan,41.051,0.5587,0.0000,170
1/8/22 3:00,8-Jan,40.313,0.5573,0.0000,171
1/8/22 4:00,8-Jan,40.009,0.5561,0.0000,172
1/8/22 5:00,8-Jan,39.948,0.5556,0.0000,173
1/8/22 6:00,8-Jan,40.511,0.5464,0.0000,174
1/8/22 7:00,8-Jan,41.46,0.5241,0.0000,175
1/8/22 8:00,8-Jan,42.491,0.5130,0.0006,176
1/8/22 9:00,8-Jan,43.638,0.5113,0.1342,177
1/8/22 10:00,8-Jan,44.38,0.4573,0.3343,178
1/8/22 11:00,8-Jan,44.722,0.4290,0.4612,179
1/8/22 12:00,8-Jan,44.451,0.4168,0.5115,180
1/8/22 13:00,8-Jan,43.915,0.4172,0.5164,181
1/8/22 14:00,8-Jan,43.159,0.4157,0.4933,182
1/8/22 15:00,8-Jan,42.379,0.4018,0.5353,183
1/8/22 16:00,8-Jan,41.801,0.3940,0.5641,184
1/8/22 17:00,8-Jan,41.614,0.4025,0.4642,185
1/8/22 18:00,8-Jan,42.002,0.3645,0.1276,186
1/8/22 19:00,8-Jan,42.649,0.3563,0.0211,187
1/8/22 20:00,8-Jan,42.067,0.3995,0.0061,188
1/8/22 21:00,8-Jan,41.193,0.4590,0.0000,189
1/8/22 22:00,8-Jan,40.293,0.5028,0.0000,190
1/8/22 23:00,8-Jan,38.986,0.5352,0.0000,191
1/9/22 0:00,8-Jan,37.429,0.5156,0.0000,192
1/9/22 1:00,9-Jan,36.016,0.4940,0.0000,193
1/9/22 2:00,9-Jan,35.063,0.5003,0.0000,194
1/9/22 3:00,9-Jan,34.59,0.5278,0.0000,195
1/9/22 4:00,9-Jan,34.492,0.5553,0.0000,196
1/9/22 5:00,9-Jan,34.557,0.5665,0.0000,197
1/9/22 6:00,9-Jan,35.117,0.5885,0.0000,198
1/9/22 7:00,9-Jan,36.045,0.5952,0.0000,199
1/9/22 8:00,9-Jan,37.206,0.5974,0.0013,200
1/9/22 9:00,9-Jan,38.564,0.5870,0.0503,201
1/9/22 10:00,9-Jan,40.154,0.5618,0.1177,202
1/9/22 11:00,9-Jan,41.348,0.5616,0.1604,203
1/9/22 12:00,9-Jan,42.211,0.5532,0.2434,204
1/9/22 13:00,9-Jan,42.438,0.5137,0.3584,205
1/9/22 14:00,9-Jan,42.602,0.5072,0.4278,206
1/9/22 15:00,9-Jan,42.402,0.4906,0.4337,207
1/9/22 16:00,9-Jan,42.051,0.4997,0.3663,208
1/9/22 17:00,9-Jan,42.131,0.4939,0.2342,209
1/9/22 18:00,9-Jan,43.359,0.4705,0.0423,210
1/9/22 19:00,9-Jan,45.19,0.4538,0.0000,211
1/9/22 20:00,9-Jan,45.412,0.4796,0.0000,212
1/9/22 21:00,9-Jan,44.922,0.4816,0.0000,213
1/9/22 22:00,9-Jan,43.981,0.5032,0.0000,214
1/9/22 23:00,9-Jan,42.257,0.4725,0.0000,215
1/10/22 0:00,9-Jan,40.6,0.4466,0.0000,216
1/10/22 1:00,10-Jan,39.499,0.4295,0.0000,217
1/10/22 2:00,10-Jan,39.198,0.4183,0.0000,218
1/10/22 3:00,10-Jan,39.392,0.4085,0.0000,219
1/10/22 4:00,10-Jan,39.932,0.4002,0.0000,220
1/10/22 5:00,10-Jan,41.281,0.3429,0.0000,221
1/10/22 6:00,10-Jan,44.193,0.3297,0.0000,222
1/10/22 7:00,10-Jan,48.469,0.3227,0.0000,223
1/10/22 8:00,10-Jan,51.016,0.2750,0.0034,224
1/10/22 9:00,10-Jan,51.101,0.2300,0.1137,225
1/10/22 10:00,10-Jan,49.915,0.1859,0.3229,226
1/10/22 11:00,10-Jan,48.423,0.1581,0.4003,227
1/10/22 12:00,10-Jan,46.701,0.1401,0.4914,228
1/10/22 13:00,10-Jan,45.107,0.1189,0.4971,229
1/10/22 14:00,10-Jan,43.845,0.1135,0.5023,230
1/10/22 15:00,10-Jan,42.629,0.1129,0.5185,231
1/10/22 16:00,10-Jan,41.987,0.1066,0.4145,232
1/10/22 17:00,10-Jan,42.594,0.0911,0.2841,233
1/10/22 18:00,10-Jan,44.778,0.0806,0.0431,234
1/10/22 19:00,10-Jan,47.515,0.0957,0.0000,235
1/10/22 20:00,10-Jan,47.867,0.1336,0.0000,236
1/10/22 21:00,10-Jan,47.797,0.1534,0.0000,237
1/10/22 22:00,10-Jan,46.937,0.1715,0.0000,238
1/10/22 23:00,10-Jan,45.137,0.1824,0.0000,239
1/11/22 0:00,10-Jan,43.626,0.2012,0.0000,240
1/11/22 1:00,11-Jan,42.582,0.2165,0.0000,241
1/11/22 2:00,11-Jan,42.458,0.2619,0.0000,242
1/11/22 3:00,11-Jan,42.623,0.2862,0.0000,243
1/11/22 4:00,11-Jan,43.287,0.3012,0.0000,244
1/11/22 5:00,11-Jan,44.41,0.2896,0.0000,245
1/11/22 6:00,11-Jan,47.286,0.2844,0.0000,246
1/11/22 7:00,11-Jan,51.245,0.2951,0.0000,247
1/11/22 8:00,11-Jan,53.119,0.3092,0.0046,248
1/11/22 9:00,11-Jan,52.286,0.2896,0.1051,249
1/11/22 10:00,11-Jan,50.443,0.2462,0.3264,250
1/11/22 11:00,11-Jan,48.648,0.2507,0.4149,251
1/11/22 12:00,11-Jan,47.395,0.2953,0.5162,252
1/11/22 13:00,11-Jan,46.194,0.2965,0.5331,253
1/11/22 14:00,11-Jan,45.224,0.3148,0.5310,254
1/11/22 15:00,11-Jan,44.489,0.3296,0.5756,255
1/11/22 16:00,11-Jan,44.43,0.3053,0.5475,256
1/11/22 17:00,11-Jan,45.229,0.2551,0.3395,257
1/11/22 18:00,11-Jan,46.879,0.2101,0.0715,258
1/11/22 19:00,11-Jan,48.354,0.2560,0.0003,259
1/11/22 20:00,11-Jan,48.182,0.3368,0.0000,260
1/11/22 21:00,11-Jan,47.689,0.3977,0.0000,261
1/11/22 22:00,11-Jan,46.24,0.4114,0.0000,262
1/11/22 23:00,11-Jan,43.871,0.4088,0.0000,263
1/12/22 0:00,11-Jan,41.76,0.4095,0.0000,264
1/12/22 1:00,12-Jan,40.486,0.3979,0.0000,265
1/12/22 2:00,12-Jan,39.892,0.3742,0.0000,266
1/12/22 3:00,12-Jan,39.592,0.3562,0.0000,267
1/12/22 4:00,12-Jan,39.94,0.3306,0.0000,268
1/12/22 5:00,12-Jan,41.04,0.2951,0.0000,269
1/12/22 6:00,12-Jan,43.519,0.2556,0.0000,270
1/12/22 7:00,12-Jan,47.063,0.2335,0.0000,271
1/12/22 8:00,12-Jan,49.038,0.1986,0.0014,272
1/12/22 9:00,12-Jan,48.66,0.1727,0.2042,273
1/12/22 10:00,12-Jan,47.404,0.1094,0.6113,274
1/12/22 11:00,12-Jan,46.086,0.0716,0.6710,275
1/12/22 12:00,12-Jan,44.537,0.0572,0.6713,276
1/12/22 13:00,12-Jan,43.007,0.0578,0.6550,277
1/12/22 14:00,12-Jan,41.592,0.0674,0.6748,278
1/12/22 15:00,12-Jan,40.603,0.0532,0.6955,279
1/12/22 16:00,12-Jan,40.217,0.0338,0.7255,280
1/12/22 17:00,12-Jan,40.551,0.0228,0.5888,281
1/12/22 18:00,12-Jan,42.034,0.0250,0.1457,282
1/12/22 19:00,12-Jan,44.103,0.0249,0.0000,283
1/12/22 20:00,12-Jan,44.226,0.0304,0.0000,284
1/12/22 21:00,12-Jan,43.993,0.0351,0.0000,285
1/12/22 22:00,12-Jan,43.106,0.0351,0.0000,286
1/12/22 23:00,12-Jan,41.406,0.0375,0.0000,287
1/13/22 0:00,12-Jan,39.885,0.0524,0.0000,288
1/13/22 1:00,13-Jan,39.046,0.0684,0.0000,289
1/13/22 2:00,13-Jan,38.729,0.0852,0.0000,290
1/13/22 3:00,13-Jan,39.028,0.0851,0.0000,291
1/13/22 4:00,13-Jan,39.68,0.0880,0.0000,292
1/13/22 5:00,13-Jan,41.067,0.0997,0.0000,293
1/13/22 6:00,13-Jan,43.789,0.1319,0.0000,294
1/13/22 7:00,13-Jan,47.7,0.1511,0.0000,295
1/13/22 8:00,13-Jan,49.591,0.1522,0.0061,296
1/13/22 9:00,13-Jan,48.319,0.1387,0.2748,297
1/13/22 10:00,13-Jan,45.835,0.0762,0.6995,298
1/13/22 11:00,13-Jan,43.643,0.0203,0.7422,299
1/13/22 12:00,13-Jan,41.887,0.0116,0.7119,300
1/13/22 13:00,13-Jan,40.697,0.0106,0.6863,301
1/13/22 14:00,13-Jan,40.134,0.0091,0.6926,302
1/13/22 15:00,13-Jan,39.811,0.0132,0.7144,303
1/13/22 16:00,13-Jan,39.787,0.0112,0.7294,304
1/13/22 17:00,13-Jan,40.044,0.0089,0.6024,305
1/13/22 18:00,13-Jan,40.643,0.0127,0.1531,306
1/13/22 19:00,13-Jan,42.035,0.0228,0.0004,307
1/13/22 20:00,13-Jan,41.815,0.0366,0.0000,308
1/13/22 21:00,13-Jan,41.231,0.0643,0.0000,309
1/13/22 22:00,13-Jan,40.275,0.1140,0.0000,310
1/13/22 23:00,13-Jan,38.613,0.1805,0.0000,311
1/14/22 0:00,13-Jan,36.92,0.2340,0.0000,312
1/14/22 1:00,14-Jan,36.053,0.2947,0.0000,313
1/14/22 2:00,14-Jan,35.909,0.3661,0.0000,314
1/14/22 3:00,14-Jan,36.158,0.3964,0.0000,315
1/14/22 4:00,14-Jan,36.835,0.3991,0.0000,316
1/14/22 5:00,14-Jan,38.153,0.4282,0.0000,317
1/14/22 6:00,14-Jan,40.922,0.4694,0.0000,318
1/14/22 7:00,14-Jan,44.85,0.4930,0.0000,319
1/14/22 8:00,14-Jan,47.133,0.5286,0.0051,320
1/14/22 9:00,14-Jan,46.744,0.5279,0.2129,321
1/14/22 10:00,14-Jan,44.935,0.4435,0.5093,322
1/14/22 11:00,14-Jan,43.27,0.4009,0.6160,323
1/14/22 12:00,14-Jan,42.044,0.4391,0.5819,324
1/14/22 13:00,14-Jan,41.397,0.5088,0.4177,325
1/14/22 14:00,14-Jan,41.099,0.5134,0.4539,326
1/14/22 15:00,14-Jan,40.898,0.4851,0.5526,327
1/14/22 16:00,14-Jan,40.656,0.4626,0.5321,328
1/14/22 17:00,14-Jan,40.744,0.4765,0.4081,329
1/14/22 18:00,14-Jan,41.016,0.5004,0.0970,330
1/14/22 19:00,14-Jan,42.021,0.5852,0.0003,331
1/14/22 20:00,14-Jan,41.494,0.6536,0.0000,332
1/14/22 21:00,14-Jan,40.819,0.6685,0.0000,333
1/14/22 22:00,14-Jan,39.761,0.6649,0.0000,334
1/14/22 23:00,14-Jan,38.416,0.6660,0.0000,335
1/15/22 0:00,14-Jan,37.186,0.6545,0.0000,336
1/15/22 1:00,15-Jan,36.105,0.6313,0.0000,337
1/15/22 2:00,15-Jan,35.69,0.6358,0.0000,338
1/15/22 3:00,15-Jan,35.804,0.6436,0.0000,339
1/15/22 4:00,15-Jan,36.384,0.6428,0.0000,340
1/15/22 5:00,15-Jan,37.375,0.6694,0.0000,341
1/15/22 6:00,15-Jan,39.131,0.6807,0.0000,342
1/15/22 7:00,15-Jan,41.541,0.6913,0.0000,343
1/15/22 8:00,15-Jan,44.264,0.6966,0.0014,344
1/15/22 9:00,15-Jan,46.567,0.6863,0.0877,345
1/15/22 10:00,15-Jan,48.373,0.6621,0.2254,346
1/15/22 11:00,15-Jan,49.15,0.6612,0.2632,347
1/15/22 12:00,15-Jan,49.318,0.6637,0.2860,348
1/15/22 13:00,15-Jan,49.08,0.6680,0.2876,349
1/15/22 14:00,15-Jan,48.77,0.6655,0.2975,350
1/15/22 15:00,15-Jan,48.519,0.6634,0.2846,351
1/15/22 16:00,15-Jan,48.592,0.6575,0.2560,352
1/15/22 17:00,15-Jan,49.275,0.6563,0.2298,353
1/15/22 18:00,15-Jan,51.012,0.6593,0.0775,354
1/15/22 19:00,15-Jan,52.995,0.5957,0.0002,355
1/15/22 20:00,15-Jan,53.138,0.5266,0.0000,356
1/15/22 21:00,15-Jan,52.849,0.4960,0.0000,357
1/15/22 22:00,15-Jan,52.117,0.4471,0.0000,358
1/15/22 23:00,15-Jan,50.824,0.3935,0.0000,359
1/16/22 0:00,15-Jan,49.564,0.3437,0.0000,360
1/16/22 1:00,16-Jan,48.537,0.3083,0.0000,361
1/16/22 2:00,16-Jan,48.043,0.2855,0.0000,362
1/16/22 3:00,16-Jan,47.891,0.2694,0.0000,363
1/16/22 4:00,16-Jan,48.205,0.2720,0.0000,364
1/16/22 5:00,16-Jan,48.826,0.2779,0.0000,365
1/16/22 6:00,16-Jan,49.904,0.2852,0.0000,366
1/16/22 7:00,16-Jan,51.313,0.2693,0.0000,367
1/16/22 8:00,16-Jan,52.833,0.2889,0.0064,368
1/16/22 9:00,16-Jan,53.004,0.2899,0.2813,369
1/16/22 10:00,16-Jan,51.569,0.2294,0.7255,370
1/16/22 11:00,16-Jan,49.106,0.1570,0.7729,371
1/16/22 12:00,16-Jan,46.524,0.1232,0.7440,372
1/16/22 13:00,16-Jan,44.058,0.1218,0.7190,373
1/16/22 14:00,16-Jan,42.011,0.1434,0.7190,374
1/16/22 15:00,16-Jan,40.523,0.1383,0.7472,375
1/16/22 16:00,16-Jan,39.699,0.1124,0.7612,376
1/16/22 17:00,16-Jan,39.52,0.0881,0.6310,377
1/16/22 18:00,16-Jan,41.003,0.0538,0.1634,378
1/16/22 19:00,16-Jan,43.51,0.0564,0.0002,379
1/16/22 20:00,16-Jan,44.78,0.0768,0.0000,380
1/16/22 21:00,16-Jan,45.103,0.0961,0.0000,381
1/16/22 22:00,16-Jan,45.052,0.1216,0.0000,382
1/16/22 23:00,16-Jan,44.281,0.1516,0.0000,383
1/17/22 0:00,16-Jan,43.497,0.1698,0.0000,384
1/17/22 1:00,17-Jan,43.177,0.1548,0.0000,385
1/17/22 2:00,17-Jan,43.188,0.1596,0.0000,386
1/17/22 3:00,17-Jan,43.636,0.1606,0.0000,387
1/17/22 4:00,17-Jan,44.574,0.1679,0.0000,388
1/17/22 5:00,17-Jan,46.001,0.1641,0.0000,389
1/17/22 6:00,17-Jan,48.518,0.1553,0.0000,390
1/17/22 7:00,17-Jan,51.495,0.1465,0.0000,391
1/17/22 8:00,17-Jan,53.589,0.1444,0.0073,392
1/17/22 9:00,17-Jan,52.884,0.1528,0.2727,393
1/17/22 10:00,17-Jan,50.201,0.1157,0.6804,394
1/17/22 11:00,17-Jan,47.356,0.1343,0.7233,395
1/17/22 12:00,17-Jan,45.003,0.1735,0.6944,396
1/17/22 13:00,17-Jan,43.11,0.1883,0.6701,397
1/17/22 14:00,17-Jan,41.635,0.2298,0.6617,398
1/17/22 15:00,17-Jan,40.733,0.2788,0.6634,399
1/17/22 16:00,17-Jan,40.338,0.3311,0.5748,400
1/17/22 17:00,17-Jan,40.477,0.3676,0.4047,401
1/17/22 18:00,17-Jan,41.424,0.3777,0.1353,402
1/17/22 19:00,17-Jan,43.73,0.4723,0.0012,403
1/17/22 20:00,17-Jan,44.224,0.5399,0.0000,404
1/17/22 21:00,17-Jan,43.959,0.5573,0.0000,405
1/17/22 22:00,17-Jan,43.097,0.5743,0.0000,406
1/17/22 23:00,17-Jan,41.488,0.5785,0.0000,407
1/18/22 0:00,17-Jan,39.816,0.5827,0.0000,408
1/18/22 1:00,18-Jan,38.864,0.5826,0.0000,409
1/18/22 2:00,18-Jan,38.45,0.5810,0.0000,410
1/18/22 3:00,18-Jan,38.516,0.5829,0.0000,411
1/18/22 4:00,18-Jan,39.013,0.5823,0.0000,412
1/18/22 5:00,18-Jan,40.139,0.5867,0.0000,413
1/18/22 6:00,18-Jan,42.669,0.6028,0.0000,414
1/18/22 7:00,18-Jan,46.456,0.6403,0.0000,415
1/18/22 8:00,18-Jan,47.967,0.6423,0.0040,416
1/18/22 9:00,18-Jan,46.883,0.5906,0.2035,417
1/18/22 10:00,18-Jan,45.129,0.4849,0.4845,418
1/18/22 11:00,18-Jan,43.489,0.5052,0.5810,419
1/18/22 12:00,18-Jan,42.265,0.5420,0.5261,420
1/18/22 13:00,18-Jan,41.28,0.5757,0.3764,421
1/18/22 14:00,18-Jan,40.806,0.5727,0.3537,422
1/18/22 15:00,18-Jan,40.603,0.5708,0.3500,423
1/18/22 16:00,18-Jan,40.626,0.5660,0.3616,424
1/18/22 17:00,18-Jan,40.851,0.5540,0.3279,425
1/18/22 18:00,18-Jan,41.319,0.5005,0.1000,426
1/18/22 19:00,18-Jan,42.737,0.4366,0.0006,427
1/18/22 20:00,18-Jan,42.452,0.4634,0.0000,428
1/18/22 21:00,18-Jan,41.629,0.5139,0.0000,429
1/18/22 22:00,18-Jan,40.162,0.5456,0.0000,430
1/18/22 23:00,18-Jan,38.099,0.5281,0.0000,431
1/19/22 0:00,18-Jan,35.953,0.5293,0.0000,432
1/19/22 1:00,19-Jan,34.45,0.4964,0.0000,433
1/19/22 2:00,19-Jan,33.486,0.4791,0.0000,434
1/19/22 3:00,19-Jan,33.145,0.4615,0.0000,435
1/19/22 4:00,19-Jan,33.304,0.4906,0.0000,436
